1920,119277.70,0
480,782.01,0
160,29.14,0
32,0.34,0
1920,118057.38,0
480,804.48,0
160,29.04,0
32,0.34,0
1920,115966.52,0
480,813.38,0
160,29.50,0
32,0.34,0
1920,119665.77,0
480,789.81,0
160,29.39,0
32,0.34,0
1920,118269.64,0
480,796.75,0
160,29.22,0
32,0.34,0
1920,49262.29,64
160,56.50,64
32,3.20,64
1920,49346.95,64
160,57.50,64
32,3.21,64
1920,49089.48,64
160,57.61,64
32,3.23,64
1920,51535.78,64
160,58.56,64
32,3.28,64
1920,50962.26,64
160,57.60,64
32,3.77,64
